Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Explore data (GLS),Data products (dat),Data products (csv),RA_deg,DEC_deg
HD179079,19:11:09.8285,-02:38:18.188,G5IV,5674.5,8.66,7.96,7.787,69.84,GLS of RVs | Inspect data,HD179079_HARPS_RVBank_ver02.dat,HD179079_HARPS_RVBank_ver02.csv,287.7909520833333,-2.6383855555555553
HD179210,19:13:55.3698,-47:21:12.564,F8,6047.6,8.84,8.28,8.289,83.41,GLS of RVs | Inspect data,HD179210_HARPS_RVBank_ver02.dat,HD179210_HARPS_RVBank_ver02.csv,288.48070749999994,-47.35349
HD179211,19:13:55.6562,-47:21:30.108,G2/3(III),6124.6,8.55,8.0,7.921,82.79,GLS of RVs | Inspect data,HD179211_HARPS_RVBank_ver02.dat,HD179211_HARPS_RVBank_ver02.csv,288.48190083333327,-47.35836333333334
HD17926,02:51:56.2461,-30:48:52.262,F6V,6288.0,6.862,6.382,6.265,31.7,GLS of RVs | Inspect data,HD17926_HARPS_RVBank_ver02.dat,HD17926_HARPS_RVBank_ver02.csv,42.98435875,-30.81451722222222
HD179346,19:12:27.4187,-05:24:52.346,G0V,6121.8,8.59,8.05,7.924,55.46,GLS of RVs | Inspect data,HD179346_HARPS_RVBank_ver02.dat,HD179346_HARPS_RVBank_ver02.csv,288.1142445833333,-5.414540555555556
HD179376,19:12:12.0136,+04:23:41.614,F3/5V,6280.3,9.63,9.16,9.031,174.81,GLS of RVs | Inspect data,HD179376_HARPS_RVBank_ver02.dat,HD179376_HARPS_RVBank_ver02.csv,288.05005666666665,4.394892777777778
HD179433,19:14:39.5609,-45:11:36.698,G8III,5110.0,6.812,5.909,5.678,100.95,GLS of RVs | Inspect data,HD179433_HARPS_RVBank_ver02.dat,HD179433_HARPS_RVBank_ver02.csv,288.6648370833333,-45.19352722222222
HD179799,19:14:16.0148,-08:43:08.743,K4III,4929.8,7.53,6.54,6.291,58.99,GLS of RVs | Inspect data,HD179799_HARPS_RVBank_ver02.dat,HD179799_HARPS_RVBank_ver02.csv,288.5667283333333,-8.719095277777777
HD179949,19:15:33.2300,-24:10:45.671,F8V,6153.0,6.772,6.237,6.119,27.54,GLS of RVs | Inspect data,HD179949_HARPS_RVBank_ver02.dat,HD179949_HARPS_RVBank_ver02.csv,288.8884583333333,-24.179353055555556
HD18001,02:52:41.2092,-31:33:43.894,G3V,5809.5,9.13,8.54,8.358,54.01,GLS of RVs | Inspect data,HD18001_HARPS_RVBank_ver02.dat,HD18001_HARPS_RVBank_ver02.csv,43.171704999999996,-31.562192777777778
HD180134,19:18:09.7813,-53:23:13.511,F7V,6223.8,6.844,6.362,6.241,45.5,GLS of RVs | Inspect data,HD180134_HARPS_RVBank_ver02.dat,HD180134_HARPS_RVBank_ver02.csv,289.5407554166666,-53.38708638888889
HD180263,19:15:35.0532,+11:33:16.981,K2IV-V,5091.2,,,7.805,26.41,GLS of RVs | Inspect data,HD180263_HARPS_RVBank_ver02.dat,HD180263_HARPS_RVBank_ver02.csv,288.896055,11.554716944444445
HD180409,19:16:52.2134,-10:58:18.396,F9V,6031.0,7.5,6.92,6.79,30.8,GLS of RVs | Inspect data,HD180409_HARPS_RVBank_ver02.dat,HD180409_HARPS_RVBank_ver02.csv,289.2175558333333,-10.971776666666667
HD180474,19:21:37.2462,-66:43:26.118,A8/9V,7108.0,9.25,8.91,8.846,356.56,GLS of RVs | Inspect data,HD180474_HARPS_RVBank_ver02.dat,HD180474_HARPS_RVBank_ver02.csv,290.4051925,-66.72392166666667
HD180750,19:19:39.0316,-40:48:57.590,G8V,,10.229,9.499,,,GLS of RVs | Inspect data,HD180750_HARPS_RVBank_ver02.dat,HD180750_HARPS_RVBank_ver02.csv,289.9126316666666,-40.81599722222222
HD180815,19:17:40.9689,+08:36:50.915,A0,6849.1,9.26,8.97,8.836,965.53,GLS of RVs | Inspect data,HD180815_HARPS_RVBank_ver02.dat,HD180815_HARPS_RVBank_ver02.csv,289.42070375,8.614143055555555
HD180839,19:24:26.5967,-71:48:57.896,M2III,3828.0,10.1,8.37,7.492,934.4,GLS of RVs | Inspect data,HD180839_HARPS_RVBank_ver02.dat,HD180839_HARPS_RVBank_ver02.csv,291.1108195833333,-71.81608222222222
HD18083,02:53:16.6424,-34:29:18.958,G0/1V,5988.3,8.69,8.1,7.988,54.8,GLS of RVs | Inspect data,HD18083_HARPS_RVBank_ver02.dat,HD18083_HARPS_RVBank_ver02.csv,43.31934333333333,-34.488599444444446
HD180928,19:19:00.0959,-15:32:11.647,K4III,,7.49,6.06,5.527,166.74,GLS of RVs | Inspect data,HD180928_HARPS_RVBank_ver02.dat,HD180928_HARPS_RVBank_ver02.csv,289.7503995833333,-15.536568611111111
HD181012,19:20:13.4282,-36:13:39.829,M2III,3668.2,9.65,7.96,7.018,599.48,GLS of RVs | Inspect data,HD181012_HARPS_RVBank_ver02.dat,HD181012_HARPS_RVBank_ver02.csv,290.05595083333327,-36.22773027777778
HD181197,19:20:36.8761,-27:59:57.903,M2/3III,3572.0,10.44,8.85,7.665,721.03,GLS of RVs | Inspect data,HD181197_HARPS_RVBank_ver02.dat,HD181197_HARPS_RVBank_ver02.csv,290.1536504166666,-27.9994175
HD181234,19:20:00.0974,-09:19:24.952,G8IV,3825.5,9.44,8.59,8.378,48.23,GLS of RVs | Inspect data,HD181234_HARPS_RVBank_ver02.dat,HD181234_HARPS_RVBank_ver02.csv,290.0004058333333,-9.323597777777778
HD181249,19:23:55.4150,-62:52:18.453,K0,,10.35,9.41,9.169,42.39,GLS of RVs | Inspect data,HD181249_HARPS_RVBank_ver02.dat,HD181249_HARPS_RVBank_ver02.csv,290.9808958333333,-62.8717925
HD181296,19:22:51.2060,-54:25:26.145,A0V,9564.2,5.035,5.02,5.012,48.54,GLS of RVs | Inspect data,HD181296_HARPS_RVBank_ver02.dat,HD181296_HARPS_RVBank_ver02.csv,290.7133583333333,-54.42392916666667
HD181327,19:22:58.9437,-54:32:16.975,F6V,6436.5,7.5,7.04,6.936,47.78,GLS of RVs | Inspect data,HD181327_HARPS_RVBank_ver02.dat,HD181327_HARPS_RVBank_ver02.csv,290.74559875,-54.53804861111111
HD181387,19:20:18.4794,+00:56:17.432,F3/5+A/F,5941.1,10.06,9.52,9.411,150.52,GLS of RVs | Inspect data,HD181387_HARPS_RVBank_ver02.dat,HD181387_HARPS_RVBank_ver02.csv,290.07699749999995,0.9381755555555555
HD181428,19:21:39.3681,-29:36:19.678,G1V,6117.0,7.65,7.12,6.971,47.76,GLS of RVs | Inspect data,HD181428_HARPS_RVBank_ver02.dat,HD181428_HARPS_RVBank_ver02.csv,290.41403375,-29.605466111111113
HD181433,19:25:09.5666,-66:28:07.676,K3III-IV,,9.42,8.38,8.103,26.99,GLS of RVs | Inspect data,HD181433_HARPS_RVBank_ver02.dat,HD181433_HARPS_RVBank_ver02.csv,291.2898608333333,-66.46879888888888
HD181517,19:23:36.9150,-53:56:46.075,K0III,4998.0,7.6,6.61,6.375,147.96,GLS of RVs | Inspect data,HD181517_HARPS_RVBank_ver02.dat,HD181517_HARPS_RVBank_ver02.csv,290.90381249999996,-53.94613194444444
HD181544,19:22:03.8635,-29:31:23.027,G1V,5892.0,7.64,7.11,6.971,47.31,GLS of RVs | Inspect data,HD181544_HARPS_RVBank_ver02.dat,HD181544_HARPS_RVBank_ver02.csv,290.51609791666664,-29.523063055555554
HD181558,19:21:37.1135,-19:14:04.045,B5III,8740.0,6.16,6.26,6.227,225.09,GLS of RVs | Inspect data,HD181558_HARPS_RVBank_ver02.dat,HD181558_HARPS_RVBank_ver02.csv,290.40463958333333,-19.234456944444446
HD181720,19:22:52.9849,-32:55:08.589,G1V,,8.44,7.86,7.687,59.96,GLS of RVs | Inspect data,HD181720_HARPS_RVBank_ver02.dat,HD181720_HARPS_RVBank_ver02.csv,290.72077041666665,-32.9190525
HD181907,19:22:21.5480,-00:15:08.508,K1III,4689.0,6.906,5.811,5.506,106.12,GLS of RVs | Inspect data,HD181907_HARPS_RVBank_ver02.dat,HD181907_HARPS_RVBank_ver02.csv,290.5897833333333,-0.25236333333333333
HD18202,02:56:15.9663,+29:09:50.654,G8III,5016.5,7.5,6.55,6.311,149.6,GLS of RVs | Inspect data,HD18202_HARPS_RVBank_ver02.dat,HD18202_HARPS_RVBank_ver02.csv,44.06652625,29.164070555555554
HD182556,19:25:29.0377,-06:55:41.804,K5/M0,3676.0,10.93,9.1,8.092,808.08,GLS of RVs | Inspect data,HD182556_HARPS_RVBank_ver02.dat,HD182556_HARPS_RVBank_ver02.csv,291.3709904166667,-6.928278888888889
HD182797,19:27:24.8105,-26:11:58.187,G0V,5781.4,9.91,9.33,9.183,87.77,GLS of RVs | Inspect data,HD182797_HARPS_RVBank_ver02.dat,HD182797_HARPS_RVBank_ver02.csv,291.85337708333327,-26.19949638888889
HD182817,19:27:29.5333,-26:12:26.727,F7V,6006.5,9.62,9.08,8.953,88.59,GLS of RVs | Inspect data,HD182817_HARPS_RVBank_ver02.dat,HD182817_HARPS_RVBank_ver02.csv,291.8730554166666,-26.207424166666666
HD182893,19:29:52.6102,-55:26:30.305,K0/1III,5018.0,7.112,6.127,5.892,100.52,GLS of RVs | Inspect data,HD182893_HARPS_RVBank_ver02.dat,HD182893_HARPS_RVBank_ver02.csv,292.46920916666664,-55.44175138888889
HD18293,02:50:28.4595,-75:04:01.013,K3III,4612.0,6.08,4.742,4.332,105.74,GLS of RVs | Inspect data,HD18293_HARPS_RVBank_ver02.dat,HD18293_HARPS_RVBank_ver02.csv,42.61858125,-75.06694805555556
HD183173,19:28:50.6623,-16:31:02.742,M0III,3828.2,10.14,8.46,7.558,765.17,GLS of RVs | Inspect data,HD183173_HARPS_RVBank_ver02.dat,HD183173_HARPS_RVBank_ver02.csv,292.2110929166666,-16.51742833333333
HD183216,19:29:40.5714,-30:47:51.933,G2V,,7.74,7.14,7.003,35.73,GLS of RVs | Inspect data,HD183216_HARPS_RVBank_ver02.dat,HD183216_HARPS_RVBank_ver02.csv,292.4190475,-30.79775916666667
HD18322,02:56:25.6492,-08:53:53.316,K1+IIIb,4637.0,4.99,3.87,3.583,41.29,GLS of RVs | Inspect data,HD18322_HARPS_RVBank_ver02.dat,HD18322_HARPS_RVBank_ver02.csv,44.10687166666666,-8.898143333333334
HD183263,19:28:24.5713,+08:21:29.004,G6IV,5887.0,8.51,7.86,7.73,54.52,GLS of RVs | Inspect data,HD183263_HARPS_RVBank_ver02.dat,HD183263_HARPS_RVBank_ver02.csv,292.1023804166666,8.358056666666666
HD18330,02:57:00.6325,+10:09:43.347,F5,5956.3,8.5,7.91,7.759,43.38,GLS of RVs | Inspect data,HD18330_HARPS_RVBank_ver02.dat,HD18330_HARPS_RVBank_ver02.csv,44.25263541666667,10.162040833333334
HD18331,02:56:37.4241,-03:42:44.358,A1V,8614.2,5.25,5.16,5.137,64.28,GLS of RVs | Inspect data,HD18331_HARPS_RVBank_ver02.dat,HD18331_HARPS_RVBank_ver02.csv,44.155933749999996,-3.712321666666667
HD183414,19:35:09.7191,-69:58:32.096,G3V,5733.0,8.538,7.891,7.733,38.16,GLS of RVs | Inspect data,HD183414_HARPS_RVBank_ver02.dat,HD183414_HARPS_RVBank_ver02.csv,293.79049625,-69.97558222222223
HD183579,19:33:08.5946,-54:31:56.540,G5V,5741.3,9.33,8.68,8.526,56.79,GLS of RVs | Inspect data,HD183579_HARPS_RVBank_ver02.dat,HD183579_HARPS_RVBank_ver02.csv,293.2858108333333,-54.53237222222222
HD183826,19:36:00.5874,-66:24:58.617,G2/5,5494.8,10.76,9.97,9.769,182.47,GLS of RVs | Inspect data,HD183826_HARPS_RVBank_ver02.dat,HD183826_HARPS_RVBank_ver02.csv,294.0024475,-66.41628250000001
HD18386,02:56:37.8933,-22:18:36.355,G8IV/V,4443.4,9.35,8.57,8.381,45.34,GLS of RVs | Inspect data,HD18386_HARPS_RVBank_ver02.dat,HD18386_HARPS_RVBank_ver02.csv,44.15788875,-22.310098611111112
HD183877,19:32:40.3321,-28:01:11.310,G8VFe-1CH-0.5,,7.83,7.15,6.978,27.79,GLS of RVs | Inspect data,HD183877_HARPS_RVBank_ver02.dat,HD183877_HARPS_RVBank_ver02.csv,293.16805041666663,-28.019808333333334
HD183993,19:32:00.9830,+05:23:54.831,G8IV,5377.0,9.24,8.44,8.24,48.31,GLS of RVs | Inspect data,HD183993_HARPS_RVBank_ver02.dat,HD183993_HARPS_RVBank_ver02.csv,293.00409583333334,5.3985641666666675
HD18404,02:58:05.2213,+20:40:07.442,F0V(e),6649.3,6.23,,5.69,32.66,GLS of RVs | Inspect data,HD18404_HARPS_RVBank_ver02.dat,HD18404_HARPS_RVBank_ver02.csv,44.521755416666664,20.66873388888889
HD184317,19:34:26.0240,-12:55:36.041,G3V,5922.0,8.35,7.72,7.592,49.74,GLS of RVs | Inspect data,HD184317_HARPS_RVBank_ver02.dat,HD184317_HARPS_RVBank_ver02.csv,293.6084333333333,-12.926678055555556
HD184588,19:43:00.0392,-75:23:51.429,G0V,6141.0,8.52,8.02,7.888,97.26,GLS of RVs | Inspect data,HD184588_HARPS_RVBank_ver02.dat,HD184588_HARPS_RVBank_ver02.csv,295.75016333333326,-75.39761916666667
HD184711,19:37:11.9255,-39:44:37.003,G5wA/F,4219.4,9.3,8.1,7.489,1002.31,GLS of RVs | Inspect data,HD184711_HARPS_RVBank_ver02.dat,HD184711_HARPS_RVBank_ver02.csv,294.2996895833333,-39.743611944444446
HD184768,19:36:00.6522,+00:05:28.272,G5V,,8.22,7.54,7.391,39.8,GLS of RVs | Inspect data,HD184768_HARPS_RVBank_ver02.dat,HD184768_HARPS_RVBank_ver02.csv,294.0027175,0.09118666666666667
HD185256,19:39:20.4197,-29:44:34.466,FpSrEu,6645.7,10.37,9.96,9.853,336.44,GLS of RVs | Inspect data,HD185256_HARPS_RVBank_ver02.dat,HD185256_HARPS_RVBank_ver02.csv,294.8350820833333,-29.74290722222222
HD185257,19:39:55.5296,-39:25:58.423,A1mA6-F0,7601.0,6.84,6.61,6.566,92.42,GLS of RVs | Inspect data,HD185257_HARPS_RVBank_ver02.dat,HD185257_HARPS_RVBank_ver02.csv,294.98137333333324,-39.432895277777774
HD185283,19:41:17.9120,-56:19:18.763,K3V,4821.0,10.07,9.03,8.721,31.34,GLS of RVs | Inspect data,HD185283_HARPS_RVBank_ver02.dat,HD185283_HARPS_RVBank_ver02.csv,295.32463333333334,-56.32187861111112
HD185615,19:41:13.6743,-32:52:24.083,G6IV/V,5587.7,8.82,8.12,7.936,45.07,GLS of RVs | Inspect data,HD185615_HARPS_RVBank_ver02.dat,HD185615_HARPS_RVBank_ver02.csv,295.30697624999993,-32.87335638888889
HD185679,19:41:36.1347,-35:43:33.316,G5V,,9.45,8.74,8.564,59.11,GLS of RVs | Inspect data,HD185679_HARPS_RVBank_ver02.dat,HD185679_HARPS_RVBank_ver02.csv,295.40056124999995,-35.72592111111111
HD185967,19:42:02.0096,-10:05:31.714,M2III,3700.3,10.99,9.35,8.277,922.17,GLS of RVs | Inspect data,HD185967_HARPS_RVBank_ver02.dat,HD185967_HARPS_RVBank_ver02.csv,295.5083733333333,-10.092142777777779
HD18599,02:57:02.9515,-56:11:31.513,K2Vk:,5150.8,9.87,8.99,8.742,38.63,GLS of RVs | Inspect data,HD18599_HARPS_RVBank_ver02.dat,HD18599_HARPS_RVBank_ver02.csv,44.26229791666667,-56.19208694444444
HD186061,19:44:52.4113,-52:20:10.817,K2.5Vk:,4928.5,9.67,8.75,8.459,30.02,GLS of RVs | Inspect data,HD186061_HARPS_RVBank_ver02.dat,HD186061_HARPS_RVBank_ver02.csv,296.21838041666666,-52.33633805555556
HD186194,19:45:26.5711,-50:52:04.832,G3V,5713.0,9.33,8.63,8.49,78.57,GLS of RVs | Inspect data,HD186194_HARPS_RVBank_ver02.dat,HD186194_HARPS_RVBank_ver02.csv,296.36071291666667,-50.86800888888889
HD186265,19:44:23.7346,-26:56:57.210,G8V,5095.6,10.06,9.26,9.11,85.19,GLS of RVs | Inspect data,HD186265_HARPS_RVBank_ver02.dat,HD186265_HARPS_RVBank_ver02.csv,296.09889416666664,-26.949225000000002
HD186272,19:42:48.2742,+17:58:05.768,B2.5V,8712.0,7.88,7.78,7.697,983.87,GLS of RVs | Inspect data,HD186272_HARPS_RVBank_ver02.dat,HD186272_HARPS_RVBank_ver02.csv,295.7011425,17.968268888888886
HD186302,19:49:06.4303,-70:11:16.703,G3/5V,5664.0,9.41,8.76,8.6,56.72,GLS of RVs | Inspect data,HD186302_HARPS_RVBank_ver02.dat,HD186302_HARPS_RVBank_ver02.csv,297.27679291666664,-70.18797305555556
HD18632,03:00:02.8119,+07:44:59.118,K2.5Vk,,8.908,7.955,7.72,23.77,GLS of RVs | Inspect data,HD18632_HARPS_RVBank_ver02.dat,HD18632_HARPS_RVBank_ver02.csv,45.01171625,7.749755
HD186704,19:45:57.3405,+04:14:54.445,G0V,5910.5,7.62,7.037,6.875,29.13,GLS of RVs | Inspect data,HD186704_HARPS_RVBank_ver02.dat,HD186704_HARPS_RVBank_ver02.csv,296.4889187499999,4.248456944444444
HD186803,19:47:18.1019,-18:44:47.974,G6IV,5669.3,8.3,7.61,7.44,30.61,GLS of RVs | Inspect data,HD186803_HARPS_RVBank_ver02.dat,HD186803_HARPS_RVBank_ver02.csv,296.8254245833333,-18.746659444444447
HD186843,19:46:36.1106,+07:03:20.585,G5,5853.0,8.79,8.2,8.049,73.41,GLS of RVs | Inspect data,HD186843_HARPS_RVBank_ver02.dat,HD186843_HARPS_RVBank_ver02.csv,296.6504608333333,7.055718055555555
HD18692,02:59:36.1826,-25:16:26.880,F4V,6699.0,6.094,5.686,5.599,33.31,GLS of RVs | Inspect data,HD18692_HARPS_RVBank_ver02.dat,HD18692_HARPS_RVBank_ver02.csv,44.90076083333333,-25.27413333333333
HD18702,03:00:36.0975,+05:59:09.824,K2,,8.97,,7.9,32.98,GLS of RVs | Inspect data,HD18702_HARPS_RVBank_ver02.dat,HD18702_HARPS_RVBank_ver02.csv,45.15040624999999,5.986062222222222
HD187082,19:48:33.9135,-16:09:49.354,M3III,3297.0,10.04,8.36,6.803,331.1,GLS of RVs | Inspect data,HD187082_HARPS_RVBank_ver02.dat,HD187082_HARPS_RVBank_ver02.csv,297.14130625,-16.163709444444443
HD187085,19:49:33.9666,-37:46:49.973,G0V,6026.0,7.78,7.21,7.09,45.78,GLS of RVs | Inspect data,HD187085_HARPS_RVBank_ver02.dat,HD187085_HARPS_RVBank_ver02.csv,297.39152749999994,-37.780548055555556
HD18708,02:59:08.1427,-40:43:24.561,G3V,5864.7,9.05,8.4,8.279,69.27,GLS of RVs | Inspect data,HD18708_HARPS_RVBank_ver02.dat,HD18708_HARPS_RVBank_ver02.csv,44.78392791666666,-40.72348916666667
HD187151,19:48:59.9916,-14:23:12.049,F7V,5516.9,9.27,8.62,8.443,141.99,GLS of RVs | Inspect data,HD187151_HARPS_RVBank_ver02.dat,HD187151_HARPS_RVBank_ver02.csv,297.249965,-14.386680277777778
HD18719,03:00:17.1323,-09:02:23.658,K0V,,9.8,8.95,8.703,41.08,GLS of RVs | Inspect data,HD18719_HARPS_RVBank_ver02.dat,HD18719_HARPS_RVBank_ver02.csv,45.07138458333333,-9.039905
HD187273,19:52:27.5608,-59:10:03.287,M1/2III,3990.8,10.25,8.57,7.782,972.38,GLS of RVs | Inspect data,HD187273_HARPS_RVBank_ver02.dat,HD187273_HARPS_RVBank_ver02.csv,298.11483666666663,-59.16757972222222
HD18742,03:00:10.6564,-20:48:09.377,G8/K0IV,5047.0,8.74,7.81,7.568,161.66,GLS of RVs | Inspect data,HD18742_HARPS_RVBank_ver02.dat,HD18742_HARPS_RVBank_ver02.csv,45.044401666666666,-20.802604722222224
HD187532,19:50:46.7838,-10:45:48.633,F5VFe-1CH-0.7,6768.5,5.77,5.39,5.282,27.46,GLS of RVs | Inspect data,HD187532_HARPS_RVBank_ver02.dat,HD187532_HARPS_RVBank_ver02.csv,297.69493249999994,-10.763509166666667
HD18754,02:58:51.1429,-52:05:45.529,F7/8V,5577.0,9.16,8.43,8.267,103.5,GLS of RVs | Inspect data,HD18754_HARPS_RVBank_ver02.dat,HD18754_HARPS_RVBank_ver02.csv,44.71309541666666,-52.09598027777778
HD187657,19:50:55.1753,+06:49:24.948,,6881.2,9.53,9.2,9.102,218.18,GLS of RVs | Inspect data,HD187657_HARPS_RVBank_ver02.dat,HD187657_HARPS_RVBank_ver02.csv,297.7298970833333,6.823596666666666
HD187669,19:52:22.0878,-32:33:39.740,K0III,4306.0,10.12,8.88,8.421,684.6,GLS of RVs | Inspect data,HD187669_HARPS_RVBank_ver02.dat,HD187669_HARPS_RVBank_ver02.csv,298.09203249999996,-32.56103888888889
HD187760,19:52:29.9156,-23:56:57.050,K5Vk,4450.8,10.67,9.47,9.029,25.75,GLS of RVs | Inspect data,HD187760_HARPS_RVBank_ver02.dat,HD187760_HARPS_RVBank_ver02.csv,298.1246483333333,-23.949180555555557
HD18777,02:57:19.4055,-68:31:34.559,K1/2(V),5011.9,10.63,9.69,9.435,52.81,GLS of RVs | Inspect data,HD18777_HARPS_RVBank_ver02.dat,HD18777_HARPS_RVBank_ver02.csv,44.33085625,-68.52626638888889
HD18784,03:01:10.0261,-07:39:46.832,G9.5III:,4867.3,6.806,5.75,5.471,95.95,GLS of RVs | Inspect data,HD18784_HARPS_RVBank_ver02.dat,HD18784_HARPS_RVBank_ver02.csv,45.29177541666666,-7.663008888888889
HD187861,19:56:26.9442,-65:22:08.014,CEMP-rs,4855.8,10.42,9.18,8.921,658.24,GLS of RVs | Inspect data,HD187861_HARPS_RVBank_ver02.dat,HD187861_HARPS_RVBank_ver02.csv,299.1122675,-65.36889277777777
HD1878,00:23:05.7052,-03:36:11.837,F7V,6041.0,9.07,8.55,8.45,72.9,GLS of RVs | Inspect data,HD1878_HARPS_RVBank_ver02.dat,HD1878_HARPS_RVBank_ver02.csv,5.773771666666666,-3.6032880555555558
HD188042,19:53:18.7357,-03:06:52.063,F0VpSrCrEu,8400.0,5.837,5.619,5.634,84.27,GLS of RVs | Inspect data,HD188042_HARPS_RVBank_ver02.dat,HD188042_HARPS_RVBank_ver02.csv,298.3280654166666,-3.1144619444444444
HD188091,19:54:43.3170,-33:17:14.170,K1/2V,5031.6,10.416,9.57,9.277,53.32,GLS of RVs | Inspect data,HD188091_HARPS_RVBank_ver02.dat,HD188091_HARPS_RVBank_ver02.csv,298.68048749999997,-33.28726944444444
HD18809,03:00:19.7161,-37:27:16.169,G4V,5731.7,9.13,8.47,8.319,48.83,GLS of RVs | Inspect data,HD18809_HARPS_RVBank_ver02.dat,HD18809_HARPS_RVBank_ver02.csv,45.082150416666664,-37.45449138888889
HD188114,19:55:15.6969,-41:52:05.838,K0II/III,4553.0,5.21,4.13,3.793,61.7,GLS of RVs | Inspect data,HD188114_HARPS_RVBank_ver02.dat,HD188114_HARPS_RVBank_ver02.csv,298.81540375000003,-41.86828833333333
HD188228,20:00:35.5555,-72:54:37.819,A0Va,9196.5,3.927,3.94,3.963,31.99,GLS of RVs | Inspect data,HD188228_HARPS_RVBank_ver02.dat,HD188228_HARPS_RVBank_ver02.csv,300.14814791666663,-72.91050527777779
HD18822,02:59:24.9043,-54:15:16.964,K0V,5332.5,10.18,9.36,9.16,52.93,GLS of RVs | Inspect data,HD18822_HARPS_RVBank_ver02.dat,HD18822_HARPS_RVBank_ver02.csv,44.85376791666666,-54.254712222222224
HD188298,19:55:29.7858,-29:05:49.201,G5V,5785.0,9.14,8.48,8.299,50.85,GLS of RVs | Inspect data,HD188298_HARPS_RVBank_ver02.dat,HD188298_HARPS_RVBank_ver02.csv,298.8741075,-29.097000277777777
HD188321,19:58:01.0071,-60:35:22.532,M1III,3947.1,9.8,8.16,7.342,849.79,GLS of RVs | Inspect data,HD188321_HARPS_RVBank_ver02.dat,HD188321_HARPS_RVBank_ver02.csv,299.50419624999995,-60.58959222222222
HD188345,19:53:59.7039,+20:00:34.560,G5,5958.3,8.58,7.96,7.837,78.25,GLS of RVs | Inspect data,HD188345_HARPS_RVBank_ver02.dat,HD188345_HARPS_RVBank_ver02.csv,298.49876624999996,20.0096
HD18838,03:00:41.9385,-35:56:15.412,G6V,,9.89,9.2,9.007,57.88,GLS of RVs | Inspect data,HD18838_HARPS_RVBank_ver02.dat,HD18838_HARPS_RVBank_ver02.csv,45.17474375,-35.93761444444444
HD188394,19:57:09.8349,-48:56:03.889,F7/8V,5743.8,10.777,10.231,10.076,128.33,GLS of RVs | Inspect data,HD188394_HARPS_RVBank_ver02.dat,HD188394_HARPS_RVBank_ver02.csv,299.2909787499999,-48.93441361111111
HD188622,19:59:03.2203,-56:37:57.623,F6/7V,6170.5,10.482,9.926,9.81,205.5,GLS of RVs | Inspect data,HD188622_HARPS_RVBank_ver02.dat,HD188622_HARPS_RVBank_ver02.csv,299.76341791666664,-56.63267305555556
HD188748,20:01:52.0493,-69:11:16.592,G4V,,8.79,8.11,7.95,40.93,GLS of RVs | Inspect data,HD188748_HARPS_RVBank_ver02.dat,HD188748_HARPS_RVBank_ver02.csv,300.46687208333327,-69.18794222222223
HD188815,19:58:58.5412,-46:05:16.960,F5V,6231.5,7.92,7.5,7.352,51.65,GLS of RVs | Inspect data,HD188815_HARPS_RVBank_ver02.dat,HD188815_HARPS_RVBank_ver02.csv,299.7439216666666,-46.08804444444445
HD18884,03:02:16.7730,+04:05:23.059,M1.5IIIa,,4.17,2.53,,,GLS of RVs | Inspect data,HD18884_HARPS_RVBank_ver02.dat,HD18884_HARPS_RVBank_ver02.csv,45.56988749999999,4.089738611111111
HD18885,03:01:56.1190,-09:57:41.053,K1III,4751.5,6.939,5.837,5.548,103.87,GLS of RVs | Inspect data,HD18885_HARPS_RVBank_ver02.dat,HD18885_HARPS_RVBank_ver02.csv,45.48382916666666,-9.96140361111111
HD18894,03:02:09.2735,-06:29:40.318,G0V,5977.0,6.782,6.194,6.061,32.83,GLS of RVs | Inspect data,HD18894_HARPS_RVBank_ver02.dat,HD18894_HARPS_RVBank_ver02.csv,45.53863958333332,-6.494532777777778
HD189004,19:58:39.9072,-19:56:08.306,K1V,5044.5,10.23,9.38,9.134,47.13,GLS of RVs | Inspect data,HD189004_HARPS_RVBank_ver02.dat,HD189004_HARPS_RVBank_ver02.csv,299.66628,-19.935640555555555
HD189005,19:58:57.2021,-26:11:44.744,G6III,4996.5,5.735,4.846,4.596,113.72,GLS of RVs | Inspect data,HD189005_HARPS_RVBank_ver02.dat,HD189005_HARPS_RVBank_ver02.csv,299.7383420833333,-26.19576222222222
HD189242,19:59:45.9293,-20:12:37.473,K2+V,4924.4,10.12,9.23,8.945,34.78,GLS of RVs | Inspect data,HD189242_HARPS_RVBank_ver02.dat,HD189242_HARPS_RVBank_ver02.csv,299.9413720833333,-20.210409166666665
HD18955,03:02:32.6830,-15:16:21.424,K0V,5332.6,9.3,8.45,8.229,51.42,GLS of RVs | Inspect data,HD18955_HARPS_RVBank_ver02.dat,HD18955_HARPS_RVBank_ver02.csv,45.63617916666666,-15.272617777777779
HD189625,20:01:32.8001,-16:52:08.392,G5V,5819.8,7.99,7.33,7.185,34.17,GLS of RVs | Inspect data,HD189625_HARPS_RVBank_ver02.dat,HD189625_HARPS_RVBank_ver02.csv,300.3866670833333,-16.86899777777778
HD189627,20:01:38.1850,-22:06:39.129,F7V,6204.0,8.64,8.09,7.994,76.1,GLS of RVs | Inspect data,HD189627_HARPS_RVBank_ver02.dat,HD189627_HARPS_RVBank_ver02.csv,300.4091041666666,-22.110869166666667
